A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
4.91	-0.227	0.291	0.518	0	0	0	0.99992	0.99985	0.99873	0	0	0	100978	Nfxl1	chr5
5.27	0.488	-0.043	-0.531	0	0	0	0.99874	0.99999	0.99848	0	0	0	384275	Gm5297	NA
5.04	-3.212	-4.551	-1.339	-7.44	-11.99	-1.39	4e-05	0	0.10073	-1	-1	0	70701	Nipal1	chr5
3.91	-2.899	-2.57	0.329	-11.97	-9.89	0	0	0	0.99954	-1	-1	0	21682	Tec	chr5
6.25	0.561	0.561	0	0	0	0	0.99587	0.9959	1	0	0	0	75991	Slain2	chr5
7.58	1.715	1.946	0.231	4.79	6.33	0	7e-04	0.00012	0.99979	1	1	0	72313	Fryl	chr5
7.1	0.346	-0.009	-0.355	0	0	0	0.99974	1	0.99983	0	0	0	68095	Ociad1	chr5
4.72	0.572	0.688	0.116	0	0	0	0.99636	0.98496	0.99997	0	0	0	433904	Ociad2	chr5
4.05	0.845	1.025	0.181	0	0.15	0	0.80864	0.44156	0.99944	0	0	0	100737	Dcun1d4	chr5
2.86	2.614	2.478	-0.136	9.5	9.11	0	1e-05	1e-05	0.99947	1	1	0	24051	Sgcb	chr5
4.39	-0.88	-1.32	-0.44	0	-1.39	0	0.68814	0.10047	0.98448	0	0	0	69727	Usp46	chr5
1.47	0.374	0.627	0.254	0	0	0	0.94399	0.8413	0.96933	0	0	0	70036	Dancr	chr5
2.97	0.08	1.237	1.157	0	0.68	0.46	0.99376	0.25939	0.33065	0	0	0	68939	Rasl11b	chr5
3.86	-0.668	-0.315	0.353	0	0	0	0.98617	0.99972	0.9997	0	0	0	212986	Scfd2	chr5
6.01	-0.172	-0.339	-0.167	0	0	0	0.99998	0.9999	0.99999	0	0	0	66899	Fip1l1	chr5
4.19	-2.358	-2.528	-0.169	-5.41	-6.15	0	0.00032	0.00014	0.99799	-1	-1	0	16924	Lnx1	chr5
4.86	-0.462	-0.317	0.144	0	0	0	0.99895	0.99977	0.99997	0	0	0	74277	Chic2	chr5
3.71	-1.527	0.357	1.884	-1.97	0	3.31	0.04239	0.9725	0.00537	0	0	0	18595	Pdgfra	chr5
6.69	-5.915	-4.228	1.686	-15.99	-10.67	2.54	0	0	0.01745	-1	-1	0	16590	Kit	chr5
1.46	1.923	2.135	0.212	1.32	1.62	0	0.11329	0.07285	0.91054	0	0	0	16542	Kdr	chr5
3.83	-0.149	-0.227	-0.078	0	0	0	0.99981	0.99966	0.99994	0	0	0	57357	Srd5a3	chr5
5.3	0.572	0.632	0.06	0	0	0	0.99181	0.98472	0.99996	0	0	0	21982	Tmem165	chr5
6.6	0.809	0.197	-0.612	0	0	0	0.80742	0.99782	0.96058	0	0	0	12753	Clock	chr5
5.4	-0.553	-0.664	-0.111	0	0	0	0.99354	0.97872	0.99994	0	0	0	69940	Exoc1	chr5
4.17	0.061	0.041	-0.02	0	0	0	0.99998	0.99999	0.99999	0	0	0	381644	Cep135	chr5
-0.42	1.653	2.323	0.67	2.07	4.05	0	0.03619	0.00187	0.81594	0	1	0	320827	C530008M17Rik	chr5
3.03	-0.076	-0.4	-0.324	0	0	0	0.9999	0.99829	0.99922	0	0	0	231326	Aasdh	chr5
4.71	0.884	0.269	-0.615	0	0	0	0.77508	0.99959	0.98716	0	0	0	231327	Ppat	chr5
7.51	-0.289	-0.472	-0.184	0	0	0	0.99958	0.99744	0.9999	0	0	0	67054	Paics	chr5
7.47	-0.504	-0.632	-0.128	0	0	0	0.99893	0.99445	0.99999	0	0	0	66661	Srp72	chr5
0.74	0.713	-1.5	-2.213	0	-1.4	-3.22	0.74795	0.09917	0.00619	0	0	0	74318	Hopx	chr5
5.08	-0.454	0.002	0.456	0	0	0	0.9974	1	0.99794	0	0	0	19712	Rest	chr5
3.9	0.495	0.625	0.13	0	0	0	0.96652	0.92434	0.99761	0	0	0	56412	Noa1	chr5
6.23	0.345	0.04	-0.304	0	0	0	0.99942	0.99998	0.99975	0	0	0	231329	Polr2b	chr5
4.62	3.036	3.15	0.115	12.21	13.1	0	0	0	0.99968	1	1	0	29817	Igfbp7	chr5
4.22	2.353	2.999	0.647	5.15	7.36	0	0.00044	4e-05	0.88281	1	1	0	319387	Adgrl3	chr5
3.63	0.395	0.203	-0.192	0	0	0	0.98068	0.99552	0.99572	0	0	0	12617	Cenpc1	chr5
5.36	-0.397	0.195	0.592	0	0	0	0.96171	0.98799	0.90538	0	0	0	231380	Uba6	chr5
-2.08	-2.097	-5.329	-3.232	-1.34	-5.86	-3.62	0.11088	0.00021	0.00348	0	-1	0	194597	Tmprss11a	chr5
7.55	-0.6	-0.083	0.517	0	0	0	0.95527	0.9993	0.98208	0	0	0	231386	Ythdc1	chr5
8	-7.721	-3.849	3.872	-11.04	-4.95	5.14	0	0.00058	0.00046	-1	-1	1	12990	Csn1s1	chr5
7.24	-7.919	-3.15	4.769	-8.68	-2.87	5.27	1e-05	0.01074	0.00041	-1	-1	1	12991	Csn2	chr5
6.66	-8.148	-2.87	5.277	-10.83	-2.96	7.38	0	0.00927	4e-05	-1	-1	1	12993	Csn1s2a	chr5
9.25	-7.492	-4.489	3.003	-22.15	-12.55	7.07	0	0	5e-05	-1	-1	1	12994	Csn3	chr5
0.5	-6.651	-4.583	2.068	-8.31	-5.18	2.65	2e-05	0.00045	0.01483	-1	-1	0	71421	Amtn	chr5
5.55	-0.292	0.163	0.455	0	0	0	0.99941	0.99981	0.99798	0	0	0	65961	Utp3	chr5
2.32	-0.964	-0.401	0.563	0	0	0	0.56533	0.98808	0.96831	0	0	0	52822	Rufy3	chr5
5.7	0.228	1.176	0.948	0	1.1	0	0.99941	0.15161	0.63181	0	0	0	231413	Grsf1	chr5
5.53	-0.449	0.353	0.801	0	0	0	0.97574	0.98672	0.79699	0	0	0	68473	Mob1b	chr5
0.52	-0.335	-0.221	0.114	0	0	0	0.99543	0.99831	0.99938	0	0	0	100504174	Gm15682	NA
3.17	1.656	2.035	0.379	2.13	3.35	0	0.03321	0.00509	0.95594	0	1	0	13178	Dck	chr5
1.79	-0.436	1.327	1.763	0	1.46	3.54	0.98877	0.09106	0.00385	0	0	0	54403	Slc4a4	chr5
4.76	-2.598	-2.094	0.504	-5.95	-4.06	0	0.00017	0.00183	0.96603	-1	-1	0	330119	Adamts3	chr5
3.45	0.498	-0.219	-0.717	0	0	0	0.99167	0.9995	0.94329	0	0	0	231430	Cox18	chr5
8.32	-0.362	-0.053	0.309	0	0	0	0.99666	0.99983	0.99865	0	0	0	81702	Ankrd17	chr5
3.81	-3.587	-5.182	-1.595	-11.64	-19.15	-3.85	0	0	0.00247	-1	-1	0	73246	Rassf6	chr5
0.35	-1.924	-1.557	0.367	-3.71	-2.23	0	0.00299	0.02819	0.99032	-1	0	0	20311	Cxcl5	chr5
-1.19	-4.34	-3.872	0.468	-3.88	-3.31	0	0.0025	0.00562	0.82054	-1	-1	0	330122	Cxcl3	chr5
4.6	-4.414	-7.214	-2.8	-8.21	-15.07	-6.33	2e-05	0	0.00012	-1	-1	-1	20309	Cxcl15	chr5
8.43	-4.11	-2.586	1.524	-13.21	-6.88	2.33	0	6e-05	0.02412	-1	-1	0	14825	Cxcl1	chr5
6.96	-4.925	-3.875	1.049	-16.74	-12.38	0.23	0	0	0.41197	-1	-1	0	20310	Cxcl2	chr5
3.13	0.064	-0.301	-0.365	0	0	0	0.99988	0.99905	0.99836	0	0	0	665563	Mthfd2l	chr5
4.45	0.396	-0.904	-1.3	0	0	-1.35	0.98258	0.66066	0.10732	0	0	0	71920	Epgn	chr5
2.7	3.902	4.788	0.887	6.39	8.03	0	0.00011	2e-05	0.58771	1	1	0	13874	Ereg	chr5
7.71	-3.366	-5.586	-2.219	-6.93	-12.86	-3.69	6e-05	0	0.00311	-1	-1	0	11839	Areg	chr5
0.33	-3.15	-4.574	-1.423	-4.07	-7.05	-1.13	0.00184	6e-05	0.14616	-1	-1	0	100503265	Gm19619	chr5
2.78	-4.447	-5.354	-0.907	-8.94	-11.42	0	1e-05	0	0.64629	-1	-1	0	12223	Btc	chr5
5.5	0.023	0.537	0.514	0	0	0	0.99996	0.98936	0.99323	0	0	0	231440	Parm1	chr5
5.05	0.086	0.374	0.288	0	0	0	0.99996	0.9994	0.9998	0	0	0	68098	Rchy1	chr5
2.49	-1.569	-1.502	0.068	-3.13	-2.79	0	0.0071	0.01187	0.99987	-1	0	0	381650	Thap6	chr5
4.35	-0.322	-0.455	-0.134	0	0	0	0.99959	0.99862	0.99995	0	0	0	53886	Cdkl2	chr5
7.5	0.75	-0.442	-1.193	0	0	-1.46	0.94096	0.99758	0.09196	0	0	0	23881	G3bp2	chr5
7.16	-0.428	-0.324	0.103	0	0	0	0.99647	0.99858	0.99988	0	0	0	56041	Uso1	chr5
2.61	0.5	-0.463	-0.963	0	0	0	0.99158	0.99601	0.58939	0	0	0	67111	Naaa	chr5
5.71	0.6	0.82	0.22	0	0	0	0.92606	0.75468	0.99494	0	0	0	231452	Sdad1	chr5
1.1	0.812	0.684	-0.128	0	0	0	0.62789	0.71032	0.95633	0	0	0	17329	Cxcl9	chr5
2.53	-1.497	-0.672	0.826	-0.93	0	0	0.19034	0.72508	0.63469	0	0	0	15945	Cxcl10	chr5
5.06	-0.108	0.401	0.508	0	0	0	0.99948	0.99374	0.98743	0	0	0	269113	Nup54	chr5
7.2	0.274	-0.311	-0.585	0	0	0	0.99968	0.99953	0.99481	0	0	0	12492	Scarb2	chr5
3.89	0.918	1.173	0.255	0	0.8	0	0.64084	0.22477	0.99555	0	0	0	52331	Stbd1	chr5
0.09	-0.18	-0.545	-0.366	0	0	0	0.99018	0.92869	0.97521	0	0	0	320696	Ccdc158	chr5
8.23	0.426	1.181	0.755	0	0.58	0	0.94817	0.28997	0.79372	0	0	0	27428	Shroom3	chr5
6.17	-3.607	-2.265	1.342	-9.86	-4.82	1.42	0	0.00067	0.09705	-1	-1	0	78088	Sowahb	chr5
7.38	-1.369	-0.246	1.123	-1.95	0	0.7	0.04333	0.99815	0.25126	0	0	0	52398	Sept11	chr5
7.91	0.073	0.547	0.473	0	0	0	0.99992	0.99235	0.99775	0	0	0	12453	Ccni	chr5
5.13	0.241	0.297	0.056	0	0	0	0.98227	0.97601	0.99739	0	0	0	12452	Ccng2	chr5
5.83	0.339	0.081	-0.258	0	0	0	0.99989	0.99999	0.99997	0	0	0	231464	Cnot6l	chr5
3.35	-0.099	-0.106	-0.006	0	0	0	0.99993	0.99994	1	0	0	0	94061	Mrpl1	chr5
3.14	4.237	2.279	-1.959	9.73	4.85	-2.89	1e-05	0.00065	0.01014	1	1	0	231470	Fras1	chr5
5.7	0.482	-0.666	-1.148	0	0	-0.88	0.98959	0.95209	0.20313	0	0	0	11745	Anxa3	chr5
4.93	0.107	0.759	0.652	0	0	0	0.99987	0.92545	0.97811	0	0	0	140780	Bmp2k	chr5
1.17	1.278	1.515	0.238	1.25	2.34	0	0.1241	0.0238	0.9947	0	0	0	231474	Paqr3	chr5
4.28	2.089	1.249	-0.84	4.75	1.17	0	0.00073	0.13708	0.75166	1	0	0	71914	Antxr2	chr5
4.1	-0.676	-0.493	0.183	0	0	0	0.98196	0.9979	0.99993	0	0	0	735265	Mir703	chr5
2.16	-1.907	-5.21	-3.303	-2.84	-14.33	-9.75	0.01092	0	1e-05	-1	-1	-1	110075	Bmp3	chr5
-0.09	5.59	7.589	1.998	5.63	6.84	0.97	0.00027	8e-05	0.19118	1	1	0	19092	Prkg2	chr5
-2.04	3.328	3.502	0.174	5.05	5.47	0	0.00051	0.00031	0.95344	1	1	0	100041680	Gm3470	NA
3.81	-0.425	0.946	1.371	0	0	1.12	0.94307	0.56028	0.14778	0	0	0	320292	Rasgef1b	chr5
7	0.794	1.116	0.322	0	1	0	0.94182	0.17444	0.99989	0	0	0	11991	Hnrnpd	chr5
7.45	0.242	0.654	0.412	0	0	0	0.99984	0.98733	0.99952	0	0	0	50926	Hnrnpdl	chr5
3.96	1.62	1.222	-0.399	3.83	1.44	0	0.00255	0.09394	0.99716	1	0	0	67870	Enoph1	chr5
-2	7.809	7.027	-0.781	14.34	13.75	0	0	0	0.66023	1	1	0	231503	Tmem150c	chr5
7.69	0.568	0.451	-0.117	0	0	0	0.99767	0.99941	0.99999	0	0	0	69162	Sec31a	chr5
3.48	0.4	0.909	0.509	0	0	0	0.99833	0.72473	0.99497	0	0	0	100041797	NA	NA
4.45	-0.076	0.478	0.554	0	0	0	0.99919	0.97839	0.96631	0	0	0	231506	Lin54	chr5
6.16	0.151	0.001	-0.15	0	0	0	0.99997	1	0.99998	0	0	0	26891	Cops4	chr5
2.54	-3.156	-5.405	-2.249	-4.31	-9.2	-3.56	0.00132	1e-05	0.00376	-1	-1	0	231507	Plac8	chr5
4.52	-0.772	-0.928	-0.156	0	0	0	0.92123	0.68381	0.99989	0	0	0	71883	Coq2	chr5
2.94	0.37	0.483	0.113	0	0	0	0.9865	0.9727	0.99816	0	0	0	191578	Helq	chr5
3.24	-0.083	-0.338	-0.255	0	0	0	0.99945	0.99579	0.99795	0	0	0	68735	Mrps18c	chr5
2.36	0.116	-0.562	-0.678	0	0	0	0.99842	0.96505	0.91797	0	0	0	70681	Fam175a	chr5
4.06	-1.828	-1.317	0.512	-6.08	-2.31	0	0.00015	0.02475	0.99785	-1	0	0	231510	Gpat3	chr5
3.8	0.259	0.184	-0.075	0	0	0	0.99822	0.99917	0.99974	0	0	0	74596	Cds1	chr5
7.24	1.096	-0.117	-1.213	0.77	0	-1.84	0.23231	0.99995	0.05131	0	0	0	72145	Wdfy3	chr5
1.55	5.028	5.315	0.287	10.44	11.65	0	0	0	0.94067	1	1	0	231532	Arhgap24	chr5
5.2	2.384	2.024	-0.36	8	6.11	0	2e-05	0.00015	0.99752	1	1	0	19249	Ptpn13	chr5
1.94	0.632	0.992	0.36	0	0	0	0.80815	0.50779	0.92727	0	0	0	75750	Slc10a6	chr5
7.56	-0.31	-0.505	-0.196	0	0	0	0.99482	0.9772	0.99854	0	0	0	17355	Aff1	chr5
1.49	-0.231	0.048	0.279	0	0	0	0.99618	0.99946	0.99511	0	0	0	246293	Klhl8	chr5
5.44	-1.54	-1.435	0.106	-3.41	-2.75	0	0.00466	0.01264	0.99989	-1	0	0	114664	Hsd17b11	chr5
4.6	-0.217	-0.325	-0.108	0	0	0	0.99981	0.99954	0.99996	0	0	0	74167	Nudt9	chr5
4.21	1.858	1.947	0.089	2.2	2.49	0	0.0298	0.01892	0.98728	0	0	0	13602	Sparcl1	chr5
8.9	-8.521	-3.681	4.84	-24.55	-9.52	13.24	0	1e-05	0	-1	-1	1	20750	Spp1	chr5
5.15	1.097	2.831	1.734	0.61	10.82	4.52	0.27843	0	0.00099	0	1	1	18764	Pkd2	chr5
4.6	-1.729	-0.382	1.347	-1.81	0	0.91	0.05445	0.91797	0.19495	0	0	0	100042165	BC005561	chr5
4.37	-1.485	-0.277	1.208	-1.13	0	0.51	0.145	0.94047	0.31191	0	0	0	100662	D930016D06Rik	chr5
2.46	-0.322	-1.003	-0.681	0	-0.01	0	0.94989	0.49723	0.8108	0	0	0	236573	Gbp9	chr5
1.19	0.164	-0.648	-0.812	0	0	0	0.96801	0.796	0.67138	0	0	0	17472	Gbp4	chr5
1.98	-0.923	-2.228	-1.305	0	-3.85	-1.04	0.58623	0.00247	0.16537	0	-1	0	626578	Gbp10	chr5
1.51	-1.133	-2.282	-1.148	-0.38	-3.94	-0.5	0.35609	0.00217	0.31454	0	-1	0	100702	Gbp6	chr5
4.12	-2.764	-3.7	-0.935	-7.6	-11.85	0	3e-05	0	0.6311	-1	-1	0	433926	Lrrc8b	chr5
2.11	5.421	5.845	0.424	10.78	11.9	0	0	0	0.88327	1	1	0	100604	Lrrc8c	chr5
6.14	-0.127	-0.128	-0.001	0	0	0	0.99943	0.99943	1	0	0	0	231549	Lrrc8d	chr5
6.36	-0.038	-0.024	0.015	0	0	0	1	1	1	0	0	0	100042335	Rps15a-ps5	NA
5.55	0.484	0.909	0.425	0	0	0	0.97655	0.65479	0.98727	0	0	0	54367	Zfp326	chr5
5.7	-0.048	0.437	0.484	0	0	0	0.99972	0.98962	0.98815	0	0	0	52397	Zfp644	chr5
1.31	-0.073	0.616	0.689	0	0	0	0.99834	0.91546	0.87415	0	0	0	100504779	NA	NA
2.97	1.453	1.31	-0.143	1.89	1.35	0	0.04747	0.10692	0.99687	0	0	0	12545	Cdc7	chr5
6.14	3.76	5.06	1.301	19.67	27.94	2.24	0	0	0.02793	1	1	0	21814	Tgfbr3	chr5
1.85	1.57	1.521	-0.049	2.78	2.61	0	0.01211	0.01558	0.99953	0	0	0	114642	Brdt	chr5
1.5	0.196	-0.113	-0.309	0	0	0	0.99594	0.99842	0.99231	0	0	0	231570	A830010M20Rik	chr5
2.6	0.456	0.685	0.229	0	0	0	0.98476	0.91775	0.9972	0	0	0	170823	Glmn	chr5
3.57	0.059	-0.48	-0.539	0	0	0	0.99952	0.98522	0.9772	0	0	0	231571	Rpap2	chr5
5.53	0.757	0.069	-0.689	0	0	0	0.91183	0.99988	0.96089	0	0	0	14020	Evi5	chr5
4.68	-0.472	-0.23	0.242	0	0	0	0.99838	0.99985	0.99988	0	0	0	100503670	Rpl5	chr5
4.83	-1.54	-3.864	-2.323	-2.04	-11.2	-5.81	0.03766	0	2e-04	0	-1	-1	67266	Fam69a	chr5
5.77	-0.348	-0.667	-0.32	0	0	0	0.98196	0.88265	0.98857	0	0	0	17765	Mtf2	chr5
7.33	-0.611	0.026	0.637	0	0	0	0.89597	0.99896	0.89785	0	0	0	73130	Tmed5	chr5
2.6	0.309	0.688	0.379	0	0	0	0.96325	0.80575	0.94763	0	0	0	73254	Ccdc18	chr5
5.51	0.319	0.325	0.007	0	0	0	0.99947	0.99946	1	0	0	0	13486	Dr1	chr5
4.33	-0.864	-0.774	0.09	0	0	0	0.82144	0.92992	0.99996	0	0	0	433931	Pigg	chr5
3.8	0.795	0.259	-0.535	0	0	0	0.81292	0.99655	0.97004	0	0	0	11958	Atp5k	chr5
2.55	-1.857	-1.511	0.347	-4.6	-2.74	0	0.00089	0.01277	0.99799	-1	0	0	243197	Mfsd7a	chr5
5.65	-0.091	-0.085	0.006	0	0	0	0.99994	0.99995	1	0	0	0	69587	Pcgf3	chr5
3.02	0.02	-0.097	-0.117	0	0	0	0.99992	0.99962	0.99955	0	0	0	100861940	NA	NA
6.61	-1.234	-1.114	0.12	-2.19	-1.06	0	0.02991	0.15907	0.99999	0	0	0	231580	Gak	chr5
3.62	0.616	0.376	-0.239	0	0	0	0.98945	0.99933	0.9998	0	0	0	72392	Tmem175	chr5
4.12	-0.195	-0.363	-0.167	0	0	0	0.99983	0.99932	0.99991	0	0	0	110524	Dgkq	chr5
3.64	0.91	0.425	-0.485	0	0	0	0.71909	0.99817	0.99611	0	0	0	15932	Idua	chr5
5.24	1.308	2.151	0.842	1.36	4.99	0	0.1051	0.00054	0.75274	0	1	0	116701	Fgfrl1	chr5
3.96	1.053	0.099	-0.954	0.27	0	0	0.39833	0.99957	0.59323	0	0	0	57914	Crlf2	chr5
-0.49	-0.754	-1.541	-0.787	0	-1.87	0	0.77863	0.04903	0.77101	0	0	0	69504	Zfp932	chr5
1.96	2.831	3.015	0.184	6.05	6.83	0	0.00016	7e-05	0.98456	1	1	0	403178	Plcxd1	chr5
3.62	-0.304	-0.498	-0.194	0	0	0	0.99714	0.9877	0.99916	0	0	0	107999	Gtpbp6	chr5
2.48	-1.919	-1.616	0.304	-4.02	-2.7	0	0.00194	0.01366	0.99592	-1	0	0	675812	Zfp605	chr5
4.75	0.271	0.589	0.318	0	0	0	0.99899	0.98219	0.99875	0	0	0	100503981	Gm15484	NA
4.47	0.327	-0.487	-0.815	0	0	0	0.99691	0.99066	0.84255	0	0	0	231600	Chfr	chr5
0.16	1.135	1.275	0.14	0.4	0.84	0	0.35034	0.21393	0.98648	0	0	0	100504007	Gm15787	chr5
6.44	0.09	-0.081	-0.172	0	0	0	0.99999	0.99999	0.99998	0	0	0	269682	Golga3	chr5
5.79	-0.191	-0.107	0.085	0	0	0	0.99996	0.99999	0.99999	0	0	0	71782	Ankle2	chr5
4.8	-0.117	-0.647	-0.53	0	0	0	0.99996	0.99119	0.99829	0	0	0	72542	Pgam5	chr5
0.63	-1.63	-0.889	0.74	-2.42	0	0	0.02089	0.65591	0.84414	0	0	0	19301	Pxmp2	chr5
3.9	1.809	1.873	0.065	5.17	5.68	0	0.00043	0.00024	0.99989	1	1	0	18973	Pole	chr5
6.65	-1.574	-1.02	0.554	-4.25	-0.15	0	0.00142	0.44294	0.99611	-1	0	0	381668	Fbrsl1	chr5
0.4	-3.874	-7.12	-3.246	-5.31	-11.73	-6.86	0.00038	0	7e-05	-1	-1	-1	231605	Galnt9	chr5
5.86	0.533	0.472	-0.061	0	0	0	0.98812	0.9934	0.9999	0	0	0	100608	Noc4l	chr5
4.71	-0.097	0.167	0.264	0	0	0	0.99986	0.99972	0.99947	0	0	0	69663	Ddx51	chr5
7.58	-0.149	0.052	0.2	0	0	0	0.99995	0.99999	0.99995	0	0	0	75560	Ep400	chr5
4.59	-0.108	-0.189	-0.081	0	0	0	0.99997	0.99994	0.99999	0	0	0	56361	Pus1	chr5
7.29	-0.15	-0.473	-0.323	0	0	0	0.99996	0.99905	0.99989	0	0	0	22241	Ulk1	chr5
3.16	-0.895	-1.323	-0.428	0	-2.25	0	0.74917	0.02724	0.99861	0	0	0	100900	Hscb	chr5
2.46	0.78	1.774	0.995	0	3.45	0	0.83727	0.00437	0.50915	0	1	0	50883	Chek2	chr5
5.89	1.383	2.54	1.157	1.44	5.68	0.62	0.09342	0.00024	0.27696	0	1	0	209683	Ttc28	chr5
6.8	-0.098	0.269	0.367	0	0	0	0.99994	0.9997	0.99953	0	0	0	56305	Pitpnb	chr5
0.96	3.464	3.828	0.364	4.73	5.35	0	0.00077	0.00036	0.86905	1	1	0	433938	Mn1	chr5
-0.01	-2.14	-0.846	1.294	-1.92	0	0.53	0.04603	0.6037	0.30593	0	0	0	12959	Cryba4	chr5
5.47	-0.534	0.478	1.012	0	0	0.05	0.95758	0.96941	0.47899	0	0	0	22022	Tpst2	chr5
6.13	-0.894	-0.409	0.485	0	0	0	0.78394	0.99913	0.99869	0	0	0	54723	Tfip11	chr5
2.21	-0.23	-0.391	-0.161	0	0	0	0.99873	0.99605	0.99948	0	0	0	70118	Srrd	chr5
4.38	-0.295	-0.196	0.099	0	0	0	0.99966	0.99987	0.99996	0	0	0	192232	Hps4	chr5
-1.99	6.734	9.245	2.511	7.42	9.77	1.62	4e-05	1e-05	0.07495	1	1	0	56747	Sez6l	chr5
6.13	-0.275	-1.316	-1.041	0	-1.97	-0.27	0.99903	0.04226	0.39566	0	0	0	320129	Grk3	chr5
1.5	1.103	1.08	-0.023	0.39	0.31	0	0.3528	0.38074	0.99931	0	0	0	12962	Crybb3	chr5
6.94	0.398	0.354	-0.044	0	0	0	0.99461	0.99619	0.9999	0	0	0	243219	2900026A02Rik	chr5
2.6	-3.071	-5.446	-2.375	-4.7	-10.51	-4.59	0.00078	0	9e-04	-1	-1	-1	52850	Sgsm1	chr5
-0.98	5.494	4.07	-1.423	6.82	5.7	-0.62	7e-05	0.00024	0.2807	1	1	0	320916	Wscd2	chr5
2.57	2.671	3.006	0.335	7	8.38	0	6e-05	2e-05	0.984	1	1	0	14747	Cmklr1	chr5
1.79	-0.718	-1.663	-0.945	0	-2.24	0	0.80144	0.02762	0.57485	0	0	0	231630	Ficd	chr5
5.67	0.155	0.154	-0.001	0	0	0	0.99997	0.99997	1	0	0	0	53890	Sart3	chr5
3.83	0.539	0.422	-0.117	0	0	0	0.98964	0.997	0.9998	0	0	0	66383	Iscu	chr5
5.51	0.591	-0.044	-0.635	0	0	0	0.98553	0.99995	0.98197	0	0	0	23790	Coro1c	chr5
0.81	0.618	0.045	-0.574	0	0	0	0.90338	0.99894	0.92905	0	0	0	100861883	NA	NA
3.6	0.195	-0.273	-0.469	0	0	0	0.99894	0.99843	0.99199	0	0	0	231637	Ssh1	chr5
4.53	-0.566	-0.218	0.348	0	0	0	0.97418	0.99841	0.99657	0	0	0	100756	Usp30	chr5
2.18	-0.098	0.16	0.258	0	0	0	0.99923	0.99861	0.99718	0	0	0	231642	Alkbh2	chr5
2.64	1.706	1.348	-0.359	2.7	1.42	0	0.0137	0.09704	0.97911	0	0	0	22256	Ung	chr5
3.32	-0.869	-0.099	0.77	0	0	0	0.70489	0.99813	0.83106	0	0	0	100705	Acacb	chr5
-0.87	-6.542	-5.609	0.933	-9.88	-8.13	0	1e-05	2e-05	0.57248	-1	-1	0	116810	Foxn4	chr5
6.3	0.185	0.221	0.036	0	0	0	0.99992	0.9999	0.99999	0	0	0	330171	Kctd10	chr5
6.44	-0.051	-0.362	-0.311	0	0	0	1	0.99987	0.99995	0	0	0	117146	Ube3b	chr5
2.59	1.06	0.337	-0.723	0.33	0	0	0.37497	0.99799	0.92216	0	0	0	77697	Mmab	chr5
3	1.019	0.447	-0.572	0.1	0	0	0.46127	0.99381	0.97703	0	0	0	17855	Mvk	chr5
1.69	1.389	1.192	-0.197	0.77	0.4	0	0.23329	0.3502	0.9457	0	0	0	433940	Fam222a	chr5
2.97	4.743	3.645	-1.098	13.66	11.35	-0.35	0	0	0.36878	1	1	0	63873	Trpv4	chr5
4.18	1.697	0.091	-1.606	3.23	0	-2.93	0.00606	0.99948	0.00951	1	0	0	56356	Gltp	chr5
3.39	-0.014	-0.185	-0.171	0	0	0	0.99998	0.99971	0.99977	0	0	0	77832	Tchp	chr5
5.53	-0.084	0.148	0.233	0	0	0	0.99998	0.99996	0.99993	0	0	0	26431	Git2	chr5
6.52	-0.553	-0.424	0.129	0	0	0	0.99721	0.99935	0.99998	0	0	0	68420	Ankrd13a	chr5
2.53	-0.188	-1.293	-1.105	0	-1.52	-0.55	0.99794	0.08307	0.29844	0	0	0	66236	1500011B03Rik	chr5
2.9	1.84	0.822	-1.019	3.56	0	-0.08	0.00373	0.78856	0.46914	1	0	0	330173	2610524H06Rik	chr5
3.49	-0.732	-1.064	-0.332	0	-0.28	0	0.85865	0.39203	0.99299	0	0	0	23962	Oasl2	chr5
1.15	-2.876	-1.669	1.207	-5.64	-1.94	0.73	0.00025	0.04413	0.24178	-1	0	0	231655	Oasl1	chr5
3.94	0.017	-0.26	-0.277	0	0	0	0.99982	0.9962	0.99604	0	0	0	72357	2210016L21Rik	chr5
6.12	-0.046	-0.148	-0.102	0	0	0	1	0.99998	0.99999	0	0	0	74585	Sppl3	chr5
8.55	-0.236	-0.263	-0.027	0	0	0	0.99976	0.99968	0.99999	0	0	0	100502825	Rpl37rt	chr5
5.04	-0.459	-0.933	-0.474	0	0	0	0.99874	0.70097	0.99901	0	0	0	11409	Acads	chr5
6.04	-0.367	-0.761	-0.394	0	0	0	0.99865	0.92808	0.99882	0	0	0	106840	Unc119b	chr5
8.1	0.337	-0.426	-0.763	0	0	0	0.99919	0.99796	0.9453	0	0	0	109154	Mlec	chr5
3.86	-0.649	-0.802	-0.153	0	0	0	0.97319	0.88579	0.99983	0	0	0	117109	Pop5	chr5
8.41	0.32	0.245	-0.075	0	0	0	0.99987	0.99993	0.99999	0	0	0	50849	Rnf10	chr5
4.56	-0.302	-0.577	-0.275	0	0	0	0.99981	0.99656	0.9999	0	0	0	52064	Coq5	chr5
6.45	1.661	0.67	-0.991	3.17	0	0	0.00669	0.92583	0.51825	1	0	0	56455	Dynll1	chr5
